SPXT,S5UTIL,S5TELS,S5RLST,S5MATR,S5INFT,S5INDU,S5HLTH,S5FINL,S5ENRS,S5CONS,S5COND,RUTPINTR,RUMRINTR,RUMCINTR,RU20VATR,RU20INTR,RU20GRTR,RU10VATR,RU10GRTR,NDUEEGF,NDDUWXUS,NDDUUK,NDDUPXJ,NDDUNA,NDDUJN,NDDUE15X,LMBITR,LG30TRUU,LBUSTRUU,BCOMTR
2252.3,160.8,126.75,130.87,250.71,437.94,327.79,376.66,230.92,563.38,304.1,313.9961,2959.6746,1202.1295,6310.75,5924.88,3703.456,3132.876,724.429,530.6703,421.433,4384.318,4854.852,4525.896,3588.416,4326.222,4656.588,847.9985,827.6088,1629.92,324.9984
2259.42,161.3,127.07,130.74,252.85,438.64,328.43,377.87,230.68,568,306.29,314.3982,2968.2563,1212.1631,6337.25,5964.66,3728.797,3154.699,727.744,531.7574,422.705,4419.931,4891.602,4556.83,3602.237,4386.331,4682.802,850.6109,829.7043,1633.99,327.665
2263.79,161.3,127.21,131.29,250.27,438.39,329.44,378.82,231.16,571.28,307,315.7903,2974.4048,1213.1125,6338.58,5976.68,3732.41,3154.608,728.738,532.6287,426.545,4431.307,4905.15,4576.098,3607.777,4381.574,4705.229,851.2202,831.2129,1633.15,327.534
2217.35,160.76,125.12,129.63,242.35,427.06,320.02,373.14,224.01,567.51,304.73,308.2749,2917.8979,1180.334,6175,5832.97,3634.712,3065.613,713.836,521.0848,418.855,4364.009,4827.038,4475.15,3535.755,4324.896,4637.008,853.7752,832.2082,1640.94,325.3075
2203.89,160.19,123.83,128.53,240.73,421.35,314.33,369.54,223.09,578.55,304,303.7054,2903.6609,1161.4568,6103.58,5748.07,3575.356,3010.338,710.452,516.3878,416.706,4338.99,4788.518,4457.077,3512.664,4297.698,4617.368,854.8458,831.7211,1640.13,328.5255
2202.23,159.64,123.59,127.86,239.35,422.79,315.63,370.91,222.58,570.46,302.85,305.1844,2900.0874,1172.0651,6109.98,5772.79,3595.909,3031.835,709.377,516.5978,413.335,4326.285,4749.481,4439.982,3511.391,4285.63,4609.994,856.4376,831.1828,1643,326.2809
2226.05,160.58,124.83,130.19,242.71,428.4,318.54,373.21,225.73,577.37,304.14,308.4055,2927.4915,1199.3546,6218.13,5902.97,3675.863,3098.324,717.787,522.8076,418.033,4372.102,4802.432,4508.978,3552.427,4323.104,4647.34,857.6397,831.6339,1644.53,332.2848
2238.55,162.26,126.68,132.81,245.23,429.03,320.28,376.58,226.78,580.67,305.42,310.3665,2945.3542,1201.2059,6238.24,5924.98,3682.588,3098.349,722.966,524.529,421.194,4417.047,4853.424,4521.327,3573.047,4351.916,4712.271,858.3159,833.8089,1647.12,333.9035
2203.32,160.71,124.53,128.64,239.6,421.78,313.24,374.02,221.83,571.79,304.01,304.9449,2901.601,1179.6288,6124.34,5810.82,3609.468,3035.074,711.224,516.3799,422.864,4415.243,4818.984,4537.182,3522.129,4404.082,4692.114,858.4505,835.0631,1647.89,335.5938
2207.24,160.96,125.05,127.63,240.16,423.83,314.63,375.09,220.37,574.65,302.95,306.1278,2905.4592,1186.0281,6147.13,5828.95,3626.787,3054.55,711.965,517.952,423.32,4390.522,4810.011,4500.796,3528.765,4329.083,4676.45,858.4392,835.5201,1644.22,337.3927
2245.33,162.49,125.29,129.85,244.87,430.94,322.1,382.49,225.1,583.52,306.13,311.2266,2954.1675,1209.2932,6264.97,5943.82,3707.333,3129.732,724.333,527.0725,428.71,4409.725,4868.745,4496.766,3585.441,4316.069,4702.848,857.1417,836.3182,1636.8,338.1508
2228.78,161.56,124.39,128.26,243.1,428.02,318.37,382.27,222.13,579.78,304.75,309.0743,2932.0044,1203.2903,6223.99,5899.65,3690.083,3123.49,718.384,523.7898,432.951,4418.191,4854.102,4546.108,3563.579,4350.239,4692.628,857.1671,837.2297,1643.64,340.2105
2210.26,162.14,124.3,127.31,238.85,422.02,315.69,379.03,220.65,575.54,303.91,306.0557,2909.0627,1183.1553,6156.66,5814.96,3633.166,3072.135,713.386,518.3068,430.554,4393.16,4830.589,4517.349,3532.449,4303.164,4684.793,856.8324,838.1298,1643.84,338.5558
2230.4,163.73,126.23,129.28,241.23,424.65,320.48,381.48,225.57,571.9,306.46,308.0972,2934.3857,1203.2097,6215.58,5909.77,3688.784,3116.25,721.48,521.7429,431.989,4371.042,4810.157,4531.266,3557.843,4257.409,4664.222,856.8975,836.9823,1640.7,336.4578
2227.7,165.54,127.25,129.71,237.64,422.14,319.76,382.04,225.38,568.3,307.97,308.7295,2931.3,1198.7758,6200.96,5898.17,3673.562,3096.95,721.482,520.2444,432.006,4369.641,4806.092,4513.127,3551.061,4281.979,4663.306,856.9876,837.5748,1645.83,335.0659
2185.65,163.49,126.45,127.52,232.4,413.54,313.32,375.94,220.75,547.64,305.92,305.5282,2876.5508,1163.6074,6082.1,5740.29,3576.905,3016.82,707.624,510.6477,424.413,4282.938,4682.154,4429.45,3482.243,4204.812,4580.415,857.1498,835.2009,1650.97,330.4017
2201.81,163.98,125.72,129.84,235.57,416.2,317.02,376.98,222.56,556.57,305.77,307.118,2895.4434,1166.6371,6136.72,5759.41,3592.247,3032.529,712.89,514.2991,421.732,4264.059,4659.215,4393.723,3505.201,4197.173,4552.884,857.232,834.6293,1650.7,328.3003
2188.56,161.73,124.33,128.88,235.03,414.57,314.35,375.12,220.37,558.89,303.48,303.6845,2878.1943,1157.6381,6101.91,5721.98,3571.549,3017.193,708.266,511.5927,425.011,4200.125,4663.601,4386.614,3486.166,3900.226,4543.42,857.9496,836.2936,1654.46,327.8783
2164.06,158.72,123.05,127.96,234.68,408.12,310.99,370.89,217.68,554.36,300.35,301.1387,2844.6487,1144.9749,6048.11,5670.44,3541.205,2993.033,700.724,505.9948,415.834,4057.185,4566.433,4234.391,3447.468,3580.427,4432.973,861.1149,832.3007,1654.59,316.6997
2121.94,156.07,121.28,125.74,230.09,397.07,304.73,364.17,213.56,544.21,296.08,296.0838,2785.8301,1131.9175,5966.69,5595.84,3499.432,2961.611,688.537,496.09,417.246,4061.366,4484.005,4240.02,3384.506,3845.102,4350.254,862.9801,832.7903,1661.05,317.1186
2150.43,156.37,123.84,127.09,234.07,400.92,309.55,368.55,216.49,560.82,297.79,297.4409,2824.1868,1139.7613,6026.11,5637.05,3515.785,2967.867,698.212,501.636,415.394,4134.126,4594.889,4209.325,3431.403,3872.914,4466.272,862.9234,833.6587,1657.95,327.3675
2159.69,156.93,125.01,127.99,235.33,401.4,311.75,371.05,218.96,558.63,299.9,297.2546,2835.2052,1158.3551,6058.79,5709.92,3556.869,2999.021,703.112,502.5036,418.129,4164.516,4624.652,4288.727,3446.846,3841.268,4520.369,862.8895,836.2893,1657.26,331.2387
2192.09,158.94,124.74,129.54,239.41,409.02,318.18,373.28,220.34,574.87,303.7,301.5522,2876.8569,1184.7338,6161.67,5838.5,3639.402,3070.589,712.46,511.2842,422.54,4234.013,4706.038,4358.219,3501.255,3841.742,4621.422,861.6093,838.32,1654.15,332.6863
2184.57,159.06,125.43,128.34,238.92,407.99,315.68,373.19,219.17,573.3,302.92,299.2011,2869.3455,1181.4575,6124.58,5810.02,3619.916,3052.741,709.757,509.4928,426.411,4272.008,4719,4389.212,3489.895,4015.363,4616.211,861.4555,839.1479,1652.92,335.254
2190.96,159,125.67,126.94,242.29,410.39,316.77,372.84,218.52,574.63,303.8,301.7248,2877.5625,1188.1559,6138.94,5815.17,3631.689,3069.608,710.212,511.9155,427.779,4264.262,4707.5,4401.063,3498.976,3982.896,4614.377,861.2261,838.0324,1652.56,336.8216
2211.42,159.56,126.77,127.74,243.34,417.02,319.95,377.18,219.59,576.11,306.31,306.0896,2903.728,1195.8221,6203.63,5840.39,3657.985,3100.359,715.69,517.7161,432.002,4305.063,4749.94,4468.508,3529.979,3951.237,4698.5,859.6102,839.261,1650.1,338.3521
2218.42,159.57,127.76,128.27,244.62,417.64,320.97,378.15,220.06,581.42,306.43,306.7796,2911.6741,1202.3263,6239.24,5886.73,3688.268,3127.037,718.525,519.4468,435.525,4302.879,4742.691,4519.844,3539.892,3953.439,4681.931,859.5306,839.1444,1647.3,339.1386
2212.32,159.03,129.56,128.25,243.46,415.36,320.86,378.02,219.39,580.69,306.32,303.5046,2905.1135,1200.5925,6210.03,5859.04,3679.047,3125.768,716.338,517.9185,433.552,4287.616,4724.155,4509.111,3527.91,3923.751,4677.927,859.2074,839.4238,1647.31,334.8959
2228.41,160.44,131.45,129.2,245.88,418.01,323.22,380.45,220.07,586.67,307.68,306.3246,2924.8403,1211.4274,6266.16,5911.73,3714.876,3158.413,721.48,521.9406,435.159,4279.64,4734.927,4517.09,3551.803,3892.719,4663.146,857.7782,839.2874,1644.4,334.75
2243.55,162.38,133.28,130.41,248.34,418.69,324.63,383.14,221.69,591.34,309.52,309.599,2942.8972,1227.3365,6329.12,5983.89,3763.768,3202.827,727.439,525.3129,441.633,4328.854,4776.887,4604.953,3580.191,3930.925,4709.46,856.2174,840.0489,1647.42,334.8044
2239.44,161.92,133.25,131.23,249.36,417.63,325.8,383,220.71,589.31,308.85,308.3963,2936.7519,1233.8286,6333.66,6007.32,3778.026,3214.577,725.837,525.1696,445.958,4328.563,4735.236,4626.941,3575.281,3952.104,4710.149,855.4624,841.0331,1648.03,340.7971
2250.58,163.08,133.06,131.65,250.2,417.27,328.74,385.23,222.48,591.66,310.67,310.6349,2949.7828,1237.974,6378.65,6034.17,3792.505,3224.956,730.029,527.6596,451.472,4348.84,4815.992,4658.301,3596.038,3858.664,4755.213,854.9239,842.6847,1647.88,341.7182
2251.64,162.95,133.36,131.5,251.94,415.12,329.13,387.47,222.32,591.55,311.29,311.0595,2951.9062,1242.1853,6379.12,6052.59,3804.253,3235.084,730.699,527.7285,454.669,4375.231,4855.006,4690.292,3598.743,3868.297,4788.504,855.2919,845.4556,1649.76,343.4007
2251.26,162.42,132.69,131.45,254.77,414.81,327.72,385.57,222.09,593.57,311.66,312.2599,2950.4626,1246.5964,6390.28,6066.38,3822.095,3257.655,730.367,528.1727,455.343,4363.033,4887.276,4696.897,3600.549,3787.207,4775.265,855.117,845.9901,1645.96,344.1992
2257.11,163.64,131.87,131.08,252.7,417.81,328.31,386.3,224.62,587.97,312.87,311.5842,2959.6232,1250.3673,6388.63,6086.18,3826.067,3254.203,732.578,528.7691,458.64,4388.309,4928.468,4749.439,3608.677,3718.129,4843.449,854.2621,848.76,1643.03,344.5816
2253.76,162.86,131.86,129.99,252.23,418.06,326.75,385.7,223.63,589.13,313.17,310.5431,2955.5678,1243.8361,6369.76,6047.36,3805.366,3239.578,730.623,528.2111,458.217,4371.757,4899.312,4753.202,3600.746,3738.878,4810.593,854.3161,849.0972,1643.57,344.5083
2244.74,162.47,132.2,128.91,250.66,415.54,324.01,385.92,221.7,591.18,312.26,308.8109,2945.6769,1230.509,6332.04,5980.71,3767.097,3209.955,728.016,525.731,459.675,4429.165,4960.714,4802.864,3591.606,3797.758,4878.927,853.7549,851.0324,1643.07,349.4922
2238.51,160.26,132.17,128.86,247.58,414.88,323.71,387.75,221.58,580.27,314.02,308.5792,2938.8488,1215.2967,6299.91,5926.97,3735.607,3185.021,725.499,524.2216,457.498,4423.311,4968.117,4820.126,3577.696,3805.584,4867.562,854.1062,851.918,1643.75,347.4451
2221.12,159.89,131.44,128.43,244.25,411.19,321.21,387.21,220.72,562.93,314.85,308.0921,2915.8402,1195.6498,6246.73,5847.23,3683.695,3139.434,719.779,519.9502,448.831,4361.83,4849.877,4734.171,3543.799,3794.274,4819.96,855.1432,851.5646,1648.96,340.1691
2221.77,160.44,131.11,128.34,242.73,414.03,320.44,386.85,219,564.47,315.06,309.1231,2914.7108,1197.1296,6269.58,5834.04,3691.412,3158.923,718.55,521.7086,451.887,4391.34,4896.423,4775.154,3547.178,3806.928,4854.936,855.7187,851.9477,1651.66,340.486
2221.99,161.26,131.42,130.13,243.45,412.73,320.37,388.65,217.13,567.88,317.04,308.3462,2914.2985,1205.4307,6273.68,5861.49,3707.352,3171.419,718.676,521.7243,450.845,4377.851,4880.566,4760.497,3546.891,3844.783,4810.827,857.1968,851.3877,1650.39,341.4878
2230.71,163.02,132.27,131.85,245.01,411.03,321.54,392.28,217.27,573.06,318.65,310.1908,2923.066,1215.5679,6321.99,5914.63,3741.03,3200.28,723.054,523.2013,450.63,4370.671,4890.394,4747.703,3559.678,3817.46,4805.852,858.4623,851.3942,1656.61,343.0334
2206.15,161.63,130.5,130.42,241.92,408.14,317.25,387.66,214.31,564.35,316.5,307.2903,2892.4863,1196.9691,6237.14,5823.32,3680.709,3146.623,714.019,517.8318,443.294,4283.635,4757.355,4723.416,3518.357,3838.113,4647.314,859.9708,849.2378,1659.78,341.338
2218.86,161.64,130.42,131.55,246.18,409.66,320.05,391.31,215.1,570.5,316.96,308.073,2909.3276,1198.4795,6272.61,5830.12,3687.548,3154.505,718.169,520.809,444.97,4308.925,4812.108,4683.749,3542.623,3785.372,4708.848,860.997,850.2129,1660.93,343.3134
2248.9,163.45,130.99,133.11,249.19,419.34,324.8,394.8,215.65,582.98,318.8,313.4099,2946.1809,1219.1954,6378.42,5924.15,3761.246,3228.946,725.508,529.9998,455.972,4417.871,4946.033,4792.087,3591.729,3832.8,4867.167,862.602,853.1476,1658.6,347.1482
2260.84,163.74,131.38,133.89,251.89,423.32,325.49,396.13,216.86,586.74,318.84,315.4092,2962.5482,1226.6683,6414.88,5960.51,3789.005,3256.502,727.956,534.1279,460.208,4466.39,4990.546,4863.115,3612.158,3891.113,4914.104,863.7582,854.6583,1658.46,350.1771
2257.24,163.84,131.07,134.74,250.21,424.25,324.54,396.67,216.56,583.39,317.79,314.7529,2958.07,1226.2483,6406.56,5955.76,3782.693,3248.456,727.36,533.0295,459.402,4451.253,4960.579,4849.083,3603.464,3876.059,4911.743,865.237,855.3383,1661.77,350.7882
2277.51,165.24,132.98,136.08,252.83,427.51,330.31,401.1,217.79,590.11,319.61,315.5837,2985.8122,1238.8511,6458.83,6031.68,3822.24,3275.501,734.211,537.6113,459.297,4472.788,4995.896,4860.009,3633.942,3852.05,4961.485,867.4863,856.372,1665.24,349.1405
2292.13,166.53,134.75,136.85,253.25,429.54,332.35,405.73,219.18,590.04,321.25,319.1377,3005.9241,1242.2293,6495.04,6058.7,3846.254,3301.589,739.399,540.6892,458.981,4476.895,5020.8,4842.25,3652.337,3836.976,4984.896,868.2032,856.5578,1662.73,347.9223
2300.46,167.77,135.01,138.33,253.91,429.39,333.46,407.78,220.94,589.1,323.68,320.5103,3017.048,1248.017,6510.81,6085.46,3861.005,3312.465,743.376,541.3847,458.444,4549.229,5060.58,4884.98,3666.975,3950.935,5080.037,869.8518,859.2591,1667.11,347.7699
2305.76,168.11,134.14,137.09,254.48,429.83,334.56,407.59,220.49,598.02,324.45,320.3835,3025.249,1252.4906,6523.28,6104.93,3877.788,3330.4,745.165,542.7569,459.791,4564.304,5070.459,4862.774,3676.782,3966.517,5108.07,870.7819,860.9316,1668.95,352.5991
2301.72,168.24,133.94,137.24,252.88,428.08,334.18,411.75,219.67,590.2,324.95,321.3803,3020.2228,1231.017,6506.99,6039.27,3830.663,3285.605,743.967,541.5497,460.96,4593.754,5077.907,4885.123,3671.848,4035.358,5139.809,870.9725,862.4566,1669.72,350.1324
2293.95,169.36,135.93,136.26,250.4,427.37,333.03,410.62,220.52,576.31,325.92,319.7513,3012.9032,1213.3857,6449.97,5982.34,3781.426,3232.914,741.556,538.58,453.191,4554.685,5022.73,4816.176,3651.013,4046.839,5104.102,872.148,862.3356,1671.87,346.1092
2278.63,168.94,135.59,135.61,246.16,426.18,328.39,410.32,218.45,567.25,325.67,318.5443,2993.6489,1195.8138,6399.41,5912.5,3732.827,3187.804,736.024,535.2311,447.535,4511.989,4961.485,4730.511,3624.419,4056.121,5052.273,874.4067,863.379,1673.68,339.5115
2258.08,167.7,133.82,135.25,243.1,424.08,326.38,407.7,215.97,554.44,322.97,317.9567,2962.8363,1189.5003,6375.71,5884.4,3716.679,3175.289,729.165,531.3488,444.053,4449.937,4871.52,4691.046,3587.785,4090.353,4945.254,876.9977,860.5794,1677.5,323.655
2266.97,168.58,134.12,134.36,244.88,425.32,328.88,410.12,216.69,556.46,323.74,318.0098,2973.6321,1196.7388,6406.39,5897.71,3735.188,3199.184,732.271,533.3408,444.779,4460.346,4920.176,4717.325,3606.145,4010.125,4967.716,877.1513,859.9706,1678.45,320.6097
2277.3,168.99,134.5,135.16,248.66,426.2,330.32,412.6,216.3,565.4,324.94,318.4934,2986.7423,1209.2715,6449.82,5950.14,3777.69,3243.008,735.326,536.587,444.292,4405.448,4855.827,4728.992,3621.582,3989.813,4854.119,877.5329,858.3888,1680.04,326.7707
2295.72,171.22,135.97,137.14,250.4,429.83,332.87,415,218.34,568.06,326.76,322.4776,3008.1966,1231.4129,6520.53,6050.82,3836.558,3289.527,741.843,540.7946,446.207,4452.071,4931.651,4739.091,3649.587,4007.211,4928.978,877.8049,859.6035,1676.38,330.8582
2271.47,170.83,134.78,135.3,243.55,426.37,329.19,413.73,215.44,551.34,326.37,319.8371,2976.8773,1208.786,6448.96,5942.78,3768.418,3231.39,733.279,535.5785,445.942,4444.933,4939.775,4761.879,3610.307,3992.333,4920.999,879.2901,859.6979,1679.34,320.9182
2282.84,172.29,135.65,135.33,243.63,429.02,329.42,417.52,215.25,550.99,330.71,322.5849,2990.3087,1221.1395,6485.27,5984.55,3799.577,3261.823,736.215,538.6272,439.042,4385.06,4858.675,4643.574,3620.943,3972.6,4859.801,881.1688,858.419,1676.66,321.3557
2264.52,171.54,134.91,133.69,240.32,423.79,325.71,416.75,212.08,548.64,330.48,320.3942,2966.7998,1200.5594,6427.32,5896.94,3746.599,3218.445,730.256,534.162,438.192,4370.226,4826.161,4672.984,3594.329,3932.862,4847.753,882.2823,858.6059,1679.32,321.2856
2250.61,171.54,133.81,134.32,239.43,417.36,324.42,417.2,211.82,544.23,330.34,315.8346,2948.0247,1178.4987,6384.14,5828.6,3689.558,3158.632,727.213,529.5259,435.173,4357.773,4831.699,4623.644,3573.347,3879.571,4855.524,882.987,859.7099,1682.68,320.0481
2250.35,172.81,134.21,134.03,236.84,416.66,320.3,417.33,213.34,543.36,331.25,316.2772,2949.8231,1174.7745,6359.18,5811.5,3678.281,3148.617,727.95,528.1764,433.972,4312.782,4775.213,4622.293,3572.281,3849.532,4775.424,885.0086,859.0502,1685.03,319.4218
2270.57,172.23,134.6,135.57,241.82,419.77,323.85,420.57,214.39,554.08,331.9,319.9205,2973.1248,1192.7741,6446.78,5892.54,3737.167,3205.093,734.49,533.6787,437.526,4357.169,4809.947,4655.205,3606.984,3892.509,4827.739,885.2997,859.9248,1681.28,327.3975
2275.71,172.58,135.45,135.82,241.94,420.34,326.04,419.67,214.51,554.77,333.64,320.9795,2979.0816,1192.9673,6462.68,5904.19,3745.064,3212.273,735.63,535.1364,436.809,4372.222,4842.131,4711.924,3615.589,3842.341,4858.833,884.6908,860.4606,1681.54,323.3301
2258.21,172.53,135.35,134.27,239.55,417.33,322.79,416.25,211.36,553.32,332.5,317.9318,2955.8253,1187.714,6422.82,5857.7,3717.731,3190.545,729.901,531.4864,436.952,4347.159,4844.479,4693.495,3590.466,3832.516,4802.5,884.7729,859.6402,1682.81,326.3377
2231.31,170.47,134.47,132.55,237.19,411.01,318.4,412.17,208.55,545.14,330.23,314.9544,2922.4049,1169.1795,6329.07,5763.04,3650.495,3127.139,721.012,524.8603,426.718,4253.479,4732.087,4564.31,3549.355,3776.917,4675.297,885.1286,857.5355,1684.03,323.1311
2229.49,170.18,135.11,133.18,238.3,409.33,316.4,410.78,208.24,552.44,329.89,313.2876,2921.0574,1163.0085,6316.68,5742.19,3633.938,3110.278,720.578,524.21,430.967,4270.929,4768.347,4573.318,3545.486,3765.815,4713.648,884.8707,857.9066,1684.71,324.613
2236.75,169.67,134.21,133.81,241.62,411.21,318.86,411.34,208.34,560.47,327.64,313.3284,2929.8756,1179.8948,6351.42,5802.46,3681.258,3158.116,722.583,526.7095,428.456,4285.599,4804.67,4531.243,3561.314,3769.328,4732.013,884.9702,856.983,1684.35,329.2783
2246.13,169.53,135.03,135.59,242.01,413.46,319.97,411.12,209.35,563.45,328.15,315.8557,2939.5402,1196.5662,6401.81,5864.71,3726.273,3201.141,725.618,529.4731,434.375,4311.837,4836.345,4604.091,3574.568,3844.959,4727.455,885.1205,856.9521,1689.41,328.6227
2255.74,169.68,135.38,135.58,244.5,415.55,321.28,411.45,211.05,564.6,329.15,316.8479,2951.3913,1205.9579,6438.62,5906.82,3750.952,3220.689,729.792,531.2716,439.927,4368.639,4918.68,4662.634,3590.618,3850.551,4817.212,885.2642,858.5824,1688.75,332.3596
2279.66,170.84,136.34,137.88,247.05,422.04,324.53,416.37,213.09,570.47,332.13,318.9123,2983.9844,1225.3052,6496.09,5995.57,3805.085,3265.397,737.292,536.848,447.731,4428.998,4959.863,4697.342,3627.575,3901.926,4912.116,885.6644,860.802,1690.73,334.7639
2227.96,168.99,134.43,133.76,239.49,412.83,314.12,410.66,205.67,557.31,328.55,311.6333,2918.7288,1187.3052,6338.77,5811.93,3684.586,3158.835,719.825,525.296,447.293,4406.722,4905.369,4712.034,3544.848,3920.419,4896.273,887.063,861.7501,1696.51,331.6351
2225.36,168.52,133.85,132.97,239.8,413.33,315.38,409.8,205.99,556.32,324.86,310.9213,2914.912,1187.7551,6336.77,5805.43,3681.473,3156.971,718.916,524.9044,444.54,4346.046,4818.598,4616.266,3539.23,3852.148,4845.184,887.5315,860.6921,1691.38,333.0242
2203.81,167.33,131.63,133.57,236.68,407.51,311.26,405.94,204.6,556.49,321.91,306.6227,2888.5735,1171.2694,6260.43,5726.23,3625.229,3103.935,712.474,519.155,443.286,4353.689,4833.691,4606.895,3508.226,3828.78,4873.596,888.46,861.1279,1693.66,333.4459
2180.14,166.53,130.33,131.43,234.46,404.71,308.87,403.39,200.53,545.22,320.37,303.6172,2860.1575,1152.8216,6170.98,5649.51,3567.803,3047.683,703.239,514.2288,440.821,4333.021,4835.99,4601.695,3468.139,3802.519,4851.858,888.719,861.435,1693.2,331.0534
2178.15,166.74,130.01,133.48,235.21,403.22,308.59,404.33,200.14,544.54,319.71,303.9941,2854.8342,1157.3883,6188.16,5662.66,3577.877,3057.709,703.11,513.881,442.365,4350.146,4867.28,4597.164,3466.959,3826.943,4867.631,888.1683,861.8497,1693.82,332.1907
2169.5,166.97,130.24,132.95,232.96,399.9,306.28,404.59,198.26,546.84,319.74,301.5215,2847.3981,1143.0503,6132.92,5607.28,3535.478,3015.533,700.626,511.0258,439.661,4302.94,4798.398,4538.807,3450.4,3845.442,4790.989,888.8797,859.9748,1697.39,334.143
2185.52,167.06,130.13,131.66,236.65,400.22,308.44,408.54,200.62,553.61,321.43,303.8413,2868.0769,1149.2171,6173.29,5623.04,3556.227,3041.914,706.228,514.1575,438.474,4312.534,4835.827,4545.235,3475.648,3827.441,4799.019,889.0892,857.9227,1693.9,335.1753
2155,166.1,129.2,128.4,233.69,394.25,303.66,401.29,199.2,543.2,317.8,298.2448,2828.756,1131.2839,6078.05,5535.95,3497.493,2988.752,697.235,506.0768,433.371,4245.811,4720.207,4515.119,3426.599,3843.502,4688.828,889.3044,856.1283,1695.37,332.8766
2157.15,166.73,130.06,128.79,232.4,394.19,303.9,402.8,201.27,535.78,318.86,297.7679,2833.338,1124.8247,6062.18,5527.99,3487.764,2976.67,698.739,505.3246,431.78,4244.977,4749.479,4512.407,3425.131,3816.538,4699.808,889.867,854.9755,1694.23,329.0251
2184.48,167.4,130.81,130.81,236.78,399.36,309.42,406.41,202.29,546.43,322.17,302.941,2865.7131,1147.2242,6165.57,5644.68,3563.411,3042.859,706.583,512.9295,435.552,4305.523,4797.882,4570.365,3471.544,3852.304,4779.492,888.9111,855.6125,1687.57,330.1718
2146.45,165.35,129.12,128.43,231.35,392,304.9,401.01,197.86,534.24,317.37,298.4607,2816.506,1127.1941,6060.29,5543.46,3498.756,2987.042,694.171,504.3519,433.025,4236.463,4709.306,4541.017,3412.699,3854.374,4656.045,889.2041,853.1043,1695.35,324.2768
2150.58,166.7,129.31,129.44,229.18,390.74,305.79,401.61,198.99,535.64,319.87,297.8324,2822.7736,1133.7788,6054.95,5570.22,3508.212,2989.18,696.288,504.1097,425.381,4164.45,4635.772,4420.466,3409.072,3791.603,4590.643,890.4936,848.3876,1697.02,321.405
2157.14,167.76,130.31,130.83,229.1,389.68,306.98,402.49,200.82,534.25,321.62,299.8846,2830.2078,1133.1082,6073.36,5587.51,3509.172,2982.056,699.526,504.5575,424.008,4198.888,4661.105,4434.727,3417.299,3791.851,4668.913,890.6355,849.2807,1695.31,319.6117
2168.8,168.69,131.03,132.25,230.93,391,309.45,406.62,200.67,536.24,323.87,302.4843,2844.3468,1137.7861,6114.6,5638.59,3539.538,3006.483,702.741,507.8306,421.979,4183.581,4656.649,4393.746,3435.404,3787.885,4640.464,890.9718,848.2179,1694.83,319.4467
2198.15,168.82,132.09,133.35,236.91,398.61,314.31,409.1,203.44,546.03,323.42,308.5568,2879.4918,1164.8279,6226.53,5744.9,3620.355,3086.519,711.219,516.0973,427.635,4257.507,4725.167,4461.981,3486.653,3833.133,4736.569,891.1744,849.4516,1694.32,321.8427
2184.03,167.66,131.41,132.69,236.02,395.33,312.45,406.58,202.1,543.68,321.3,306.0881,2860.4862,1151.6756,6195.11,5700.83,3591.456,3060.974,707.204,512.6949,428.925,4269.101,4701.45,4485.3,3466.946,3898.13,4737.834,891.6856,851.1573,1695.35,320.7685
2177.85,166.23,131.13,130.1,235.83,398.73,311.57,406.25,200.14,537.4,318.27,307.2927,2851.1825,1158.3151,6191.5,5690.99,3604.304,3087.256,703.113,513.1484,424.724,4162.9,4576.62,4419.75,3454.669,3857.457,4564.379,892.4278,847.2848,1699.98,313.5174
2152.31,166.6,130.12,129.96,234.48,391.44,307.8,401.23,198.77,527.05,316.02,304.2044,2817.0166,1156.6899,6125.88,5656.64,3582.372,3068.331,696.344,506.2482,428.709,4171.572,4592.013,4460.959,3415.244,3900.386,4556.535,892.5836,847.1234,1700.85,312.5983
2172.08,167.88,131.52,131,234.82,396.92,310.58,403.47,201.02,530.8,317.41,307.9399,2844.4436,1167.9474,6164.5,5704.87,3615.462,3098.837,701.339,511.4199,427.531,4175.508,4621.443,4404.742,3444.181,3841.983,4599.195,892.9079,847.5035,1696.12,310.8962
2200.68,168.65,132.41,131.95,239.01,402.03,315.1,409.34,201.85,545.13,318.42,313.6905,2881.0623,1181.8744,6256.29,5774.57,3671.608,3157.157,708.414,520.1099,430.899,4217.191,4656.225,4436.232,3490.174,3870.867,4654.346,891.4917,848.3784,1689.21,316.0235
2219.2,169.4,133.23,133.52,242.69,405.06,316.56,409.56,206.08,551.14,319.81,314.9959,2906.396,1179.456,6305.77,5792.35,3683.558,3167.983,715.886,523.4672,435.617,4296.443,4735.231,4523.512,3523.521,3932.262,4749.431,890.2034,851.1988,1687.23,319.6691
2241.66,170.03,134.34,134.06,245.93,410.91,321.86,410.93,206.87,559.46,322.66,317.89,2936.3837,1190.8504,6360.42,5848.14,3717.355,3195.622,722.175,529.1482,440.844,4365.919,4817.064,4615.843,3560.356,3959.084,4840.8,888.7474,855.1193,1685.78,317.8776
2274.26,172.12,136.09,136.55,248.17,418.01,327.47,416.15,210.45,564.86,325.08,324.1569,2977.8415,1204.1373,6462.82,5936.78,3774.063,3244.682,733.098,536.7297,444.918,4386.579,4850.024,4614.377,3607.822,3975.663,4869.823,888.4734,856.4416,1683.7,315.3281
