SPXT,S5UTIL,S5TELS,S5RLST,S5MATR,S5INFT,S5INDU,S5HLTH,S5FINL,S5ENRS,S5CONS,S5COND,RUTPINTR,RUMRINTR,RUMCINTR,RU20VATR,RU20INTR,RU20GRTR,RU10VATR,RU10GRTR,NDUEEGF,NDDUWXUS,NDDUUK,NDDUPXJ,NDDUNA,NDDUJN,NDDUE15X,LMBITR,LG30TRUU,LBUSTRUU,BCOMTR
2285.67,211.06,166.58,150.92,249.55,404.7,352.38,412.83,408.13,551.95,297.67,268.23,3086.6738,1179.1188,5638.06,5356.86,3284.429,2736.257,777.18,495.7371,440.959,5051.93,5680.433,4517.532,3653.261,4797.158,5904.755,746.2534,600.4091,1365.3,357.254
2245.81,211.55,161.2,146.72,241.4,398.65,347.26,408.86,395.88,544.27,295.63,261.81,3033.5747,1152.2538,5532.72,5222.16,3202.893,2669.104,761.329,488.2561,434.344,4976.777,5540.296,4544.067,3589.831,4769.958,5799.729,747.6649,598.0414,1368.86,353.841
2256.02,214.52,161.8,143.71,244.98,400.41,347.79,410.4,390.74,561.68,297.27,261.85,3049.4146,1149.7706,5533.91,5220.43,3198.68,2663.265,763.725,490.3865,434.876,5049.677,5669.399,4511.174,3605.03,4818.257,5907.805,748.0551,597.215,1367.54,358.533
2220.21,212.08,159.03,142.88,240.33,394.72,342.3,403.55,382,552.19,293.93,259.3,3000.2461,1136.8666,5462.5,5167.47,3160.5,2627.23,751.584,483.2426,420.729,4950.114,5513.615,4373.27,3548.607,4788.505,5791.185,749.1428,595.0964,1370.59,357.601
2257.95,212.57,160.63,146.28,244.8,399.66,347.83,409.04,393.74,561.95,296.87,263.99,3050.6082,1157.2874,5546.09,5278.97,3223.426,2675.623,765.006,490.4894,419.91,5025.927,5683.494,4350.018,3606.199,4804.131,5893.624,749.4353,595.7052,1372.65,362.366
2205.49,211.1,155.61,138.5,240.16,389.82,342.03,404.57,377.8,546.28,293.32,257.92,2978.2224,1129.1232,5449.62,5101.87,3138.25,2622.01,745.454,481.3738,425.162,5045.432,5645.604,4485.815,3529.044,4894.499,5886.986,751.8488,596.6847,1382.94,362.035
2238.52,212.8,156.57,142.13,242.91,395.77,347.94,413.22,387.73,543.67,297.49,261.77,3024.2273,1136.6573,5510.21,5165.82,3173.297,2648.121,756.178,488.1334,420.584,5033.12,5607.368,4447.788,3575.855,4914.332,5875.416,751.5067,595.336,1376.64,356.656
2303.17,215.4,159.94,148.71,254.24,408.16,357.69,420.25,407.27,552.87,301.65,270.14,3110.0054,1174.578,5676.36,5351.23,3288.221,2744.789,778.578,501.8964,426.145,5092.834,5764.426,4456.95,3675.735,4838.76,5971.85,751.4906,596.8437,1374.2,352.959
2304.43,214.95,161.75,148.16,255.38,409.75,355.43,421.39,404.19,558.53,301.97,269.65,3113.5403,1171.6293,5674.93,5306.38,3271.509,2738.854,778.074,502.9005,434.344,5146.547,5777.37,4537.074,3678.269,4983.019,6010.903,752.7602,598.9197,1377.94,352.652
2322.34,216.03,163.23,151.55,257.59,405.64,357.47,422.81,415.89,562.13,303.33,273.03,3137.4529,1171.1216,5721.11,5326.7,3278.817,2741.12,788.577,504.2343,439.749,5169.519,5824.423,4606.532,3700.905,4984.788,6038.016,752.869,600.4924,1377.83,348.831
2308.74,217.55,163.51,150.37,256.57,402.02,353.54,420.11,411.08,563.83,302.02,271.98,3117.1746,1158.3489,5702.82,5261.66,3245.631,2718.439,784.468,501.2975,440.162,5153.306,5812.479,4608.309,3680.995,5000.246,5996.018,753.8939,601.6369,1382.09,347.497
2293.66,219.69,162.48,146.33,254.85,400.84,351.42,418.84,403.46,558.92,301.71,270.9,3096.5789,1147.1316,5670.88,5201.4,3211.88,2692.683,777.88,499.0844,441.462,5116.322,5717.908,4586.047,3655.01,4982.968,5973.272,754.8133,601.0456,1381.78,347.61
2329.71,223.14,164.65,151.69,259.27,410.95,356.63,423.93,411.59,569.24,303.51,270.16,3143.9734,1164.6238,5751.96,5299.95,3270.189,2739.694,789.59,506.5618,449.491,5150.352,5792.553,4581.071,3709.51,4958.604,6031.641,754.8175,600.9253,1380.64,346.954
2364.97,222.82,165.79,156.66,264.36,416.88,362.39,426.06,422.36,583.15,305.54,273.13,3190.3369,1197.6146,5850.15,5458.89,3361.265,2810.855,803.582,513.3044,453.417,5166.034,5778.687,4633.651,3763.528,5027.995,6022.545,753.9511,600.8119,1374.92,350.7
2360.79,223.28,165.82,155.51,266.45,416.1,363.48,425.2,418.11,581.9,305.47,273.81,3183.1328,1195.7765,5865.73,5444.82,3355.209,2807.713,801.863,513.4793,454.205,5208.699,5853.56,4653.377,3761.802,5047.31,6075.976,751.7926,601.6718,1366.74,351.184
2378.6,223.91,164.87,159.44,270.01,418.93,365.62,425.87,426.67,585.86,306.61,274.49,3206.2227,1199.6719,5916.79,5491.8,3379.515,2824.638,809.272,516.6834,452.168,5240.272,5909.556,4648.043,3790.242,5033.464,6135.06,751.1689,603.2675,1365.78,351.056
2318.52,218.84,166.44,149.46,259.28,410.91,356.01,419.4,405.62,573.97,302.64,266.605,3129.8147,1168.564,5740.72,5311.55,3273.111,2739.032,787.157,504.3322,452.98,5228.513,5866.077,4717.199,3696.105,5069.653,6109.42,753.5564,604.3155,1375.87,353.699
2332.85,219.12,171.51,149.83,262.38,415.44,358.13,420.02,401.85,587.72,304.55,266.44,3148.1243,1176.1284,5765.63,5340.77,3297.071,2763.464,790.4,507.6608,450.481,5221.244,5904.978,4657.152,3718.488,5004.437,6112.996,752.6501,603.6893,1372.36,361.088
2335.79,221.78,171.17,147.87,264.2,416.1,361.09,418.99,399.88,591.59,304.7,265.56,3152.9233,1174.1766,5767.33,5326.29,3287.849,2755.524,791.044,508.42,439.925,5086.096,5706.421,4589.229,3719.049,4877.426,5946.756,752.2232,602.1587,1368.18,356.545
2303.79,218.35,168.82,142.88,258.94,411.41,355.86,415.01,392.53,582.59,301.97,261.73,3110.9053,1150.9063,5685.19,5199.58,3221.57,2708.735,778.711,502.4377,433.68,5032.631,5686.314,4493.784,3670.909,4778.124,5896.786,751.389,600.8206,1364.59,355.957
2269.24,215.58,165.44,139.27,250.8,402.57,349.78,410.57,388.95,570.5,299.32,259.23,3065.2339,1125.2928,5589.82,5117.82,3158.385,2646.45,768.541,493.7485,419.269,4924.136,5567.986,4307.382,3616.936,4693.521,5770.866,751.6387,600.3729,1367.4,354.967
2283.5,218.73,166.57,140.59,253.13,404.72,351.76,413.42,389.34,578.72,299.59,261.48,3083.3511,1147.4103,5621.51,5232.79,3222.48,2695.122,773.466,496.3777,421.274,4922.007,5579.111,4313.871,3635.273,4682.774,5769.502,753.086,600.2769,1373.13,354.247
2280.47,217.32,164.65,142.55,252.49,405.85,349.64,411.64,389.77,581.28,300.14,259.08,3077.6135,1152.4076,5631.02,5234.01,3231.524,2708.785,771.995,496.4361,423.945,4899.913,5544.442,4309.366,3634.972,4638.929,5740.982,754.0572,600.1367,1376.46,357.527
2292.23,217.55,165.88,141.4,257.1,412.43,351.19,413.34,387.22,586.66,300.59,259.47,3094.2161,1166.4769,5668.4,5305.92,3280.446,2753.124,774.548,500.3946,423.584,4902.572,5539.695,4285.523,3655.75,4664.876,5737.556,754.9145,599.3999,1379.34,356.425
2330.81,219.19,169.37,143.84,263.25,418.66,357.43,417.9,395.13,600.67,303.87,263.14,3146.7002,1192.199,5756.83,5435.66,3357.7,2815.789,787.735,508.4826,430.675,4971.999,5625.314,4396.311,3716.899,4666.241,5828.844,752.8943,599.197,1371.42,360.846
2349.66,219.26,169.93,149.55,265,422.23,361.06,418.36,402.13,604.04,305.16,265.41,3170.3472,1202.4648,5811.98,5501.32,3395.419,2845.333,794.478,512.3953,438.358,4989.65,5646.127,4455.733,3748.05,4647.066,5845.723,752.1689,599.5788,1368.96,360.833
2351.6,218.31,172.07,146.34,266.68,423.15,361.1,417.97,400.21,611.17,304.59,264.08,3174.5352,1210.1486,5806.17,5505.95,3406.972,2861.408,794.687,512.9143,440.521,5039.173,5664.837,4467.81,3752.376,4788.01,5886.995,751.52,599.6779,1365.44,365.644
2318.72,216.33,170.21,142.18,261.98,416.26,356.46,413.2,391.26,604.81,301.71,260.71,3130.8718,1175.6006,5723.7,5339.05,3308.435,2782.123,783.923,505.6367,442.254,5055.92,5695.271,4483.072,3704.266,4757.713,5927.851,752.2264,601.1329,1370.08,366.048
2322.11,218,171.17,140.48,262.11,416.49,356.99,413.36,389.43,610.8,302.68,260.22,3136.1477,1170.7788,5725.08,5311.55,3301.276,2783.308,785.098,506.1766,441.784,5078.104,5691.266,4464.408,3713.55,4728.231,5992.65,753.7572,602.3291,1377.34,364.507
2306.23,216.11,168.26,141.71,259.84,411.62,354.35,409.7,392.08,603.04,299.55,259.53,3112.8252,1167.5449,5703.01,5281.67,3276.771,2758.336,780.951,502.411,441.3,5072.342,5667.498,4502.333,3687.569,4787.485,5959.006,754.9563,602.182,1381.7,364.99
2273.41,213.17,165.94,140.71,257.63,403.21,348.14,406.19,382.4,606.81,295.48,254.15,3070.8164,1149.3115,5619.55,5191.6,3223.58,2715.511,770.326,495.3689,437.731,5071.435,5602.117,4506.336,3639.976,4872.979,5945.397,757.4462,603.1416,1390.65,374.17
2273.41,213.85,166.73,135.87,261.38,402.34,349.89,408.7,379.92,610.01,294.6,251.15,3074.6196,1136.8951,5588.09,5116.25,3187.153,2692.338,769.251,495.3205,434.998,5062.523,5626.824,4457.034,3641.382,4883.659,5909.977,758.122,601.9679,1390.52,376.855
2217.59,214.6,164.2,130.3,254.02,384.18,341.26,404.16,369.07,594.11,292.93,243.58,3001.9104,1101.9299,5426.73,4963.78,3087.042,2604.062,752.918,481.1201,434.121,4973.06,5518.083,4466.261,3551.16,4731.244,5826.394,761.005,600.2683,1394.34,374.745
2224.76,219.96,166.5,131.55,251.29,381.25,339.08,412.92,370.68,587.29,298.03,244.75,3013.3542,1104.7678,5414.1,5006.6,3097.146,2600.623,755.928,481.2734,427.921,4924.258,5506.079,4370.313,3555.806,4641.637,5789.852,762.3006,598.889,1396.07,370.625
2184.67,219.78,158.46,126.19,247.25,370.61,331.09,416.35,357.16,579.86,297.18,240.02,2961.541,1082.2621,5300.55,4860.14,3015.607,2538.749,739.888,473.7894,432.47,4943.127,5517.78,4380.642,3496.63,4637.188,5832.034,763.1182,598.0398,1395.53,376.789
2214.6,222.57,158.57,128.63,249.43,378.82,333.62,423,363.16,588.43,299.69,241.98,3005.4414,1088.1046,5333.64,4911.07,3046.734,2564.61,748.247,480.1488,434.842,4904.436,5400.814,4378.762,3536.865,4714.318,5751.923,765.1727,593.9341,1397.23,375.312
2232.25,221.49,161.3,131.11,252.76,380.04,337.48,423.52,371.62,585.33,301.93,245.01,3027.2676,1099.2531,5390.92,4968.24,3081.421,2593.243,755.882,483.2439,432.817,4872.327,5354.203,4371.145,3562.002,4636.559,5731.529,764.8327,594.5492,1392.51,373.476
2202.03,219.88,156.76,131.43,249.62,372.41,330.81,423.68,370.88,576.81,295.75,238.86,2987.9043,1073.755,5311.89,4858.44,3015.012,2538.58,747.723,475.5582,430.182,4847.748,5340.543,4327.425,3515.058,4577.098,5724.293,765.6804,595.4198,1398.08,375.728
2225.98,220.48,158.24,130.96,258.33,382.17,335.07,421.65,374.63,585.6,295.06,241.16,3019.1641,1085.2845,5370.02,4909.32,3048.545,2568.235,754.524,481.2516,431.776,4887.397,5359.294,4325.33,3552.53,4619.901,5792.136,766.6096,596.114,1399.63,380.307
2170.51,217.9,155,126.62,250.52,373.19,327.29,414.97,360.73,564.92,291.19,235.62,2946.532,1066.307,5226.78,4813.02,2984.14,2510.641,735.575,469.4639,424.033,4777.42,5229.012,4266.109,3463.03,4587.845,5625.247,768.4782,596.1014,1403.67,375.503
2158.57,214.49,155.17,129.1,242.45,365.13,326.21,417.8,365.36,547.53,290.49,238.62,2928.4131,1072.9084,5205.25,4860.27,2994.799,2506.08,734.276,465.2076,406.792,4653.619,5144.011,4088.167,3437.577,4424.143,5497.544,768.9157,593.961,1401.99,370.807
2095.86,206.36,151.99,126.53,229.36,359.32,314.45,409.64,348.24,526.41,286.58,234.33,2845.375,1046.3934,5042.51,4725.32,2912.203,2437.372,709.779,453.4315,404.416,4650.454,5144.211,4124.872,3339.39,4506.111,5459.644,769.9205,592.028,1405.41,370.946
2083.24,202.83,144.05,125.39,233.66,360.77,317.35,403.12,342.03,528.5,283.59,234.34,2826.2827,1032.5847,5028.44,4662.53,2880.606,2416.133,702.56,452.7697,402.829,4608.232,5084.38,4090.992,3320.861,4542.389,5368.479,769.688,590.2724,1404.96,371.922
2060.15,196.01,142.32,130.45,231.02,349.69,316.93,390.41,349.67,514.07,279.49,238.23,2792.604,1024.151,4994.01,4678.95,2873.751,2397.951,699.367,445.5808,369.107,4372.933,4969.49,3666.893,3286.74,4134.81,5131.022,771.9629,586.7944,1412.73,366.4
2104.37,202.8,144.03,142.34,233.79,349.32,325.36,388.83,373.33,516.9,282.67,246.92,2847.4551,1051.324,5124.41,4887.75,2967.333,2450.538,720.662,451.4795,374.12,4321.914,4828.849,3842.632,3350.482,4280.995,4938.653,773.2293,586.4214,1415.91,358.202
2125.61,197.2,143.05,139.33,240.45,359.81,327.22,388.66,375.48,533.32,281.73,248.44,2878.989,1049.8127,5178.43,4857.32,2964.326,2459.566,726.016,457.8787,384.13,4535.997,5113.592,3952.385,3393.296,4356.893,5268.52,768.2568,589.8736,1402.72,366.535
2091.88,193.81,141.54,137.12,239.9,353.57,325.73,382.23,366.19,525.48,277.89,243.56,2829.8174,1046.094,5128.1,4828.65,2946.703,2444.85,714.96,451.1055,394.006,4595.801,5133.361,4168.422,3345.971,4537.913,5257.279,767.9517,593.2586,1407.37,371.138
2128.64,196.65,145.27,141.74,244.76,355.06,330.7,388.08,378.42,534.6,281.25,248.14,2877.979,1062.6477,5236.21,4945.63,3005.691,2484.581,731.099,457.47,385.93,4549.359,5075.863,4121.37,3403.339,4373.942,5250.969,767.8466,593.7244,1408.55,374.534
2141.85,197.39,150.54,140.52,246.06,355.13,332.79,389.22,383.86,537.09,280.79,249.32,2894.4529,1063.7719,5280.84,4972.1,3018.196,2492.233,739.042,458.5995,391.292,4614.2,5162.658,4072.733,3425.091,4490.707,5324.599,765.1503,595.4838,1405.16,377.939
2131.79,196.99,148.16,137.74,245.98,355.35,333.8,386,379.5,535.39,279.43,247.73,2882.0833,1055.1965,5239.95,4908.4,2976.957,2456.252,735.428,456.028,387.237,4582.72,5127.458,4015.099,3408.462,4443.231,5299.854,763.6604,595.7528,1401.52,378.08
2167.9,201.06,151.63,140.56,249.38,360.14,338.54,389.6,389.71,537.15,283.56,256.13,2932.6843,1077.7565,5331.45,5064.93,3053.314,2505.295,749.672,463.2346,386.228,4615.013,5161.359,4045.549,3461.594,4568.682,5295.479,764.4776,595.7022,1404.91,380.406
2194.43,204.25,151.22,147.05,254.88,363.18,343.8,393.53,397.21,540.81,286.14,259.87,2960.803,1095.8081,5457.04,5171.15,3127.078,2573.163,760.248,469.2662,397.371,4688.61,5242.651,4167.921,3508.533,4539.466,5412.382,766.224,596.5185,1407.79,375.602
2171.51,207.37,151.12,144.64,251.33,357.06,340.59,395,387.14,541.3,284.08,254.39,2928.8582,1090.1246,5410.94,5113.71,3096.96,2551.858,751.332,465.2302,405.403,4713.741,5259.724,4232.88,3474.755,4613.238,5415.788,766.0401,597.2209,1406.16,379.53
2102.23,200.04,144.58,138.41,242.1,346.3,330.67,387.2,369.44,521,278.76,247.41,2836.0337,1062.0579,5245.61,4975.65,3003.359,2467.223,725.714,451.8318,400.27,4557.167,5089.751,4145.233,3364.13,4576.397,5160.469,768.1792,594.6688,1409.31,375.978
2087.05,199.73,143.49,136.38,240.79,341.6,329.67,387.31,365.52,512.79,278,245.87,2816.29,1052.0116,5192.06,4932.73,2964.682,2425.82,721.51,447.3777,392.141,4523.877,5091.471,3998.344,3339.965,4389.817,5211.665,768.1241,593.6109,1407.13,377.411
2104.02,198.89,144.73,139.45,242.23,340.82,330.27,387.78,371.61,518.83,282.17,250.04,2838.3135,1063.5067,5236.11,5011.78,3008.845,2459.416,727.457,450.8638,388.821,4440.715,4915.094,3978.82,3363.051,4419.177,5068.812,766.3874,590.3673,1400.02,381.712
2095.21,197.79,142.91,134.3,246.79,345.17,328.27,383.53,363.08,525.39,280.01,248.33,2826.6155,1057.4102,5228.15,4966.87,2992.436,2454.008,721.37,451.4556,388.79,4443.692,4976.596,4015.383,3357.282,4319.727,5070.143,767.1206,587.7313,1403.23,390.061
2107.65,199.43,144.81,132.17,250.5,349.03,331.14,383.17,356.21,538.36,282.87,251.72,2841.3564,1059.9279,5272.96,4955.65,2995.944,2464.643,722.291,456.3034,384.82,4417.823,4915.893,3939.534,3377.955,4347.85,5031.627,768.1832,586.2778,1405.17,391.73
2123.06,201.7,147.51,136.58,250.98,348.38,333.5,387.8,361.07,539.27,285.68,253,2863.1743,1066.8372,5292.79,4998.86,3020.558,2483.755,729.275,457.9819,390.907,4533.174,5122.278,4006.331,3399.684,4325.334,5229.123,766.9233,585.8827,1401,388.244
2152.76,201.71,151.87,136.86,253.54,357.01,339.56,390,364.03,551.51,286.42,255.73,2902.6216,1093.0156,5367.1,5108.27,3091.716,2546.068,737.847,465.217,394.557,4520.872,5107.04,3933.433,3446.595,4293.846,5229.656,765.7988,586.4535,1400.12,388.319
2123.94,199.58,148.73,134.23,251.67,349.75,334.85,384.91,357.01,551.35,283.73,252.2,2866.0334,1068.8441,5287.19,4988.82,3020.627,2488.434,728.687,458.6845,403.181,4580.807,5129.778,4072.252,3403.882,4456.474,5255.13,762.4972,586.9437,1392.29,395.771
2125.85,200.42,148.55,135.25,251.23,347.9,333.36,386.63,359.25,550.12,284.79,253.32,2869.1326,1059.1151,5284.82,4973.55,3004.387,2469.793,730.679,458.0925,402.493,4539.02,5025.373,4056.522,3404.451,4489.271,5187.659,760.8569,586.3524,1393.08,395.189
2124.12,199.97,141,133.82,255.98,344.28,333.49,388.69,356.52,563.61,284.62,251.7,2865.6462,1062.4185,5289.98,4981.2,3007.927,2471.885,730.016,457.9594,409.599,4626.951,5152.133,4100.434,3404.333,4531.31,5318.672,758.8043,586.3209,1385.53,406.542
2141.95,199.89,136.97,136.15,259.08,350.25,335.12,388.44,362.11,572.18,285.07,254.03,2887.6755,1069.6327,5346.26,5052.1,3041.011,2491.699,735.529,462.2848,404.562,4531.714,5066.176,3993.538,3431.118,4366.161,5220.606,757.1317,584.329,1383.19,406.868
2115.13,196.52,136.84,133.13,255,346.8,330.33,384.18,357.26,560.21,284.02,249.42,2853.6511,1052.0046,5270.53,4947.02,2982.271,2447.003,725.997,456.732,409.937,4610.169,5149.708,4042.429,3392.682,4494.07,5305.602,755.9201,586.46,1392.91,409.43
2132.02,198.81,139.38,136.68,256.39,347.76,332.07,384.06,362.89,564.8,285.76,252.73,2875.0696,1046.5837,5315.56,4951.18,2978.774,2439.566,733.239,459.3787,408.456,4587.719,5127.331,4024.722,3418.195,4471.38,5268.638,753.2237,586.9727,1390.47,411.494
2161.51,199.65,141.36,141.62,262.92,349.91,337.62,390.06,367.09,578.89,287.6,256.91,2912.9807,1063.0951,5409.96,5058.49,3043.213,2492.25,744.056,465.9318,412.496,4667.836,5232.234,4076.401,3469.085,4538.701,5358.339,749.5482,588.41,1383.69,414.117
2176.48,201.3,142.21,141.52,262.96,353.47,338.57,391.37,367.84,587.19,289.78,260,2932.4175,1076.4783,5452.87,5097.07,3072.656,2521.097,748.462,469.6914,416.351,4733.442,5318.631,4132.489,3496.151,4539.9,5456.294,746.8526,590.7807,1387.88,419.578
2175,197.58,140.45,140.43,263.81,356.33,337.89,388.37,370.85,582.52,289.29,259.33,2933.1418,1075.5857,5424.56,5089.59,3069.411,2519.395,747.569,469.0157,422.97,4805.194,5355.494,4238.899,3494.014,4641.823,5540.82,741.462,592.272,1390.42,421.473
2155.8,196.27,142.11,137.41,263.06,353.55,336.13,385.27,359.59,590.66,287.67,253.19,2909.4734,1062.1803,5365.83,5000.26,3023.83,2488.263,739.803,465.5239,423.393,4765.346,5258.951,4209.993,3470.581,4629.477,5480.689,734.1372,592.1399,1398.3,428.974
2097.48,190.38,137.08,134.45,254.01,345.2,328.13,379.69,345.16,572.93,282.83,245.68,2834.1799,1036.4884,5209.49,4863.63,2940.137,2418.587,718.262,454.0343,414.737,4698.647,5182.518,4118.057,3377.598,4600.152,5410.556,729.4767,590.1013,1406.86,427.135
2098.64,192.61,137.4,135.77,257.94,342.98,330.08,379.9,340.92,577.7,284.06,246.29,2834.5093,1029.2042,5217.98,4848.6,2931.813,2412.313,718.334,454.471,406.659,4613.571,5110.928,4013.669,3375.168,4439.318,5346.021,730.0079,589.5366,1405.26,432.044
2091.42,195.52,136.12,135.19,252.33,344.59,328.95,379.76,338.15,568.93,284.66,246.47,2824.1541,1024.4955,5196.28,4835.56,2918.011,2396.494,714.561,453.3546,403.593,4574.88,5076.716,3968.538,3362.64,4449.066,5273.576,739.1168,589.2984,1398.86,423.939
2103.42,195.62,137.9,136.01,258.46,347.38,332.07,379.72,335.77,579.14,285.44,246.51,2839.384,1026.6635,5235.5,4842.97,2930.06,2412.121,717.561,456.8324,405.721,4629.963,5185.557,3973.137,3383.814,4396.827,5382.476,742.5713,589.7018,1389.95,434.336
2057.44,191.28,135.62,130.24,255.24,340.9,325.95,371.67,323.53,565.75,282.78,240,2780.4985,996.3178,5095.9,4693.14,2840.444,2339.123,699.674,447.6264,406.482,4628.762,5157.197,4004.829,3312.582,4512.812,5336.099,747.8196,589.0628,1386.73,429.706
2040.17,190.5,135.54,132.35,245.81,341.03,320.66,367.58,324.62,553.8,281.4,237.82,2757.5435,990.5181,5044.56,4700.23,2829.116,2318.018,694.096,443.3713,396.985,4551.881,5110.704,3876.952,3284.343,4370.544,5272.17,751.49,587.3637,1391.63,426.289
2008.71,189.22,133.27,129.48,237.82,337.81,314.82,363.14,314.67,547.31,280.38,234.18,2716.5452,964.5911,4939.98,4621.36,2760.06,2245.019,683,435.8168,388.697,4492.19,5053.428,3801.671,3226.959,4334.016,5214.251,752.4133,586.8828,1395.28,426.739
2083.36,195.21,137.15,138.81,252.13,350.02,326.47,362.47,338.02,572.47,285.45,241.41,2816.449,1001.7678,5117.85,4843.99,2888.165,2345.498,712.495,449.112,397.394,4528.764,5075.296,3815.551,3344.683,4328.445,5270.141,749.122,585.5609,1388.99,428.998
2065.21,192.64,134.56,135.81,251.22,347.89,327.37,361.1,330.86,563.71,284.34,239.77,2792.9089,995.378,5077.82,4784.59,2861.032,2329.823,704.984,446.3961,401.933,4625.397,5203.11,3921.34,3320.198,4420.277,5386.397,749.5315,585.9013,1400.01,432.064
2075.88,192.99,134.93,137.59,256.45,348.63,329.25,362.49,332,571.3,284.34,240.7,2805.0505,1009.4529,5127.09,4875.99,2914.543,2372.523,708.452,449.4034,390.818,4588.946,5150.051,3838,3342.325,4355.897,5354.144,748.9756,583.3905,1396.03,434.247
2032.79,191.28,132.86,134.27,253.75,341.21,324.73,355.6,318.52,562.06,279.81,236.19,2746.0032,985.1224,5028.78,4755.99,2842.534,2313.691,692.659,440.9156,388.288,4547.575,5089.401,3864.954,3274.643,4291.872,5317.147,750.0345,583.2645,1401.33,428.043
2014.88,191.2,135.05,133.72,248.25,339.7,324.85,354.9,313.62,547.8,278.55,232.67,2726.8523,967.5113,4924.01,4691.56,2789.208,2258.967,686.344,435.3717,371.287,4408.949,4825.566,3706.991,3235.384,4266.679,5168.219,751.018,581.8353,1411.5,408.827
2100.38,194.54,139.37,141.18,257.01,353.9,337.9,363.2,340.25,567.73,285.29,242.77,2843.5244,1005.9332,5118.62,4913.62,2924.613,2371.23,717.25,452.3334,378.62,4522.668,5046.114,3746.677,3365.027,4257.682,5338.068,749.9504,583.5401,1405.11,416.941
2049.4,190.34,136.37,139.85,240.85,343.94,329.63,361.41,333.37,536.91,283.6,239.6,2775.5298,984.4235,4989.19,4787.66,2848.289,2308.313,699.604,441.4701,378.923,4477.801,4914.73,3850.838,3278.105,4329.482,5257.429,750.63,584.6529,1412.82,399.475
2098.46,191.44,140.16,146.78,239.55,349.81,335.73,364.38,356.51,539.99,288.17,247.26,2843.8601,1005.2644,5085.64,4927.67,2922.557,2361.572,720.182,449.1217,371.841,4409.242,4862.542,3679.329,3343.539,4354.246,5152.438,751.535,583.3291,1414.84,391.444
2130.62,190.9,144.36,149.5,247.25,359.21,340.62,366.52,359.03,546.74,291.05,254.98,2882.9846,1031.8702,5200.6,5041.1,3007.75,2444.204,728.58,458.3311,381.39,4420.918,4869.901,3723.244,3399.871,4362.383,5137.047,749.5016,585.6332,1405.24,395.821
2135.54,190.77,143.86,150.42,254.18,359.83,342.72,366.78,358.01,550.18,291.87,254.33,2887.5005,1043.1011,5244,5066.5,3024.919,2459.696,729.199,461.0388,392.683,4598.366,5081.354,3889.925,3417.066,4465.959,5381.474,749.4198,588.7452,1408.32,403.344
2116.93,191.74,142.49,146.78,254.53,355.91,340.47,365.11,345.57,562.08,291.03,248.67,2863.489,1040.006,5197.91,5037.85,3011.551,2451.686,721.68,457.9348,393.789,4630.569,5063.806,3943.035,3392.364,4528.513,5422.959,749.3031,589.677,1408.1,409.559
2093.11,192.79,141.92,145.11,251.1,347.52,336.94,364.7,338.55,557.66,290.41,245.32,2831.6011,1031.3376,5136.79,4964.11,2971.207,2421.693,714.344,452.2718,393.477,4659.941,5137.822,3943.643,3358.273,4449.938,5501.389,747.657,590.1373,1404.98,412.528
2076.56,191.14,141.35,143.85,250.69,346.02,335.97,362.77,331.75,555.35,290.64,239.87,2810.0444,1018.2604,5091.7,4897.13,2931.887,2390.234,707.843,449.1622,395.671,4644.781,5065.001,3942.226,3329.503,4522.456,5473.823,748.996,590.2784,1408.92,406.924
2088.42,193.04,143.79,144.43,250.62,348.36,338.51,360.79,334.56,557.65,291.22,243.32,2823.7146,1022.5708,5134.07,4936.95,2952.453,2404.507,712.861,451.2699,392.789,4631.575,5071.122,3916.157,3348.359,4413.565,5497.111,750.3328,589.3929,1411.66,400.046
2163.38,197.98,148.26,152.86,256.77,360.62,349.64,369.32,359.64,569.11,295.54,253.88,2922.5281,1049.5964,5319.13,5104.21,3049.845,2481.819,740.473,465.7675,396.087,4671.67,5177.115,3902.237,3457.749,4372.831,5574.845,748.4364,589.0843,1405.18,396.03
2159.63,199.36,146.64,152.62,258.85,359.06,348.53,365.93,357.23,576.91,293.47,254.38,2913.8723,1051.6184,5338.35,5111.96,3057.067,2489.665,740.062,465.0222,404.603,4760.817,5248.534,4034.428,3457.834,4531.375,5640.858,748.175,591.2997,1402.32,403.104
2162.46,198.47,147.67,155.71,263.44,359.52,347.92,366,358.61,577.69,293.47,253.6,2916.498,1050.7867,5360.76,5113.18,3062.886,2498.271,741.321,465.9376,406.471,4780.216,5259.072,4110.248,3466.323,4614.684,5610.521,750.0753,593.3283,1403.79,401.984
2164.21,199.39,145.42,152.68,267.24,360.47,349.09,369.68,353.61,583.49,293.81,252.5,2917.6946,1050.965,5379.16,5102.15,3063.637,2504.457,739.777,467.9796,407.339,4818.835,5304.312,4134.238,3472.996,4607.853,5678.048,753.5714,597.0525,1413.01,406.267
2167.61,199.67,146.94,153.1,265.73,359.31,347.86,371.31,357.09,584.65,293.57,252.28,2924.2341,1050.855,5381.23,5104.41,3059.191,2496.436,743.297,467.467,412.99,4849.069,5350,4159.064,3478.475,4627.272,5717.164,753.4734,599.869,1410.52,411.53
2157.28,200.48,145.58,150.24,267.07,355.66,346.19,370.22,351.09,589.22,292.91,250.78,2910.1135,1050.0659,5366.36,5092.75,3056.056,2496.794,739.32,465.9668,410.481,4797.504,5268.025,4125.932,3463.947,4544.851,5673.89,755.7377,599.4819,1410.35,408.607
