reward,log_return,portfolio_value,return,rate_of_return,weights1,weights2,weights3,weights4,weights5,weights6,weights7,weights_mean,weights_std,cost,benchmark,add_invest,total_add,sp,y1,target,rr,st,total_wealth,date,steps,next_obs
-0.04407797636016469,0.13019975757305866,1.1390558970320617,0.010677611394108973,0.13905589703206167,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,0.00019102463352400117,1.111533051470557,0.1,0.0,119,"[1.         0.97235018 0.95643069 1.01624742 1.11560224 1.02056956
 0.99354319]",1.0912264411764456,0.004986306931956723,1,1.0,2000-01-10,1,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.44865932e+02 1.44746536e+02 1.44925667e+02 1.44806221e+02]]

 [[1.78102542e+03 1.78053844e+03 1.78126895e+03 1.78078191e+03]]

 [[4.82835910e+02 4.82683271e+02 4.82912247e+02 4.82759584e+02]]

 [[5.03134813e+02 5.06938057e+02 5.01243905e+02 5.05032855e+02]]

 [[8.57242630e+02 8.57221383e+02 8.57253253e+02 8.57232006e+02]]

 [[6.69960470e+02 6.70284556e+02 6.69798486e+02 6.70122494e+02]]]"
-0.006861301279613256,0.1437501591532149,1.315148936776736,0.044042331305803456,0.15459560869971756,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,6.841112519211715e-06,1.2648831947889667,0.1,0.1,119,"[1.         1.08375953 0.97466731 1.0110877  1.16729479 0.99838335
 1.07310365]",1.24199584703165,0.004986306931956723,2,1.1,2000-01-11,2,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.35669694e+02 1.35367443e+02 1.35821073e+02 1.35518484e+02]]

 [[1.83366031e+03 1.83405038e+03 1.83346530e+03 1.83385533e+03]]

 [[4.88015464e+02 4.87918449e+02 4.88063979e+02 4.87966954e+02]]

 [[5.27694441e+02 5.32116420e+02 5.25497251e+02 5.29900818e+02]]

 [[8.63753624e+02 8.63778853e+02 8.63741010e+02 8.63766239e+02]]

 [[6.80225427e+02 6.80715942e+02 6.79980302e+02 6.80470640e+02]]]"
0.027474964704911585,0.0986682976434953,1.4515300652278782,0.006965139021558216,0.10370013968562009,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,1.6238609789437107e-06,1.3743876256108127,0.1,0.2,119,"[1.         0.93586092 1.02980344 1.01078667 1.04924029 1.00762248
 1.01544217]",1.3651701857175509,0.004986306931956723,3,1.2,2000-01-12,3,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.42694431e+02 1.42510283e+02 1.42786594e+02 1.42602327e+02]]

 [[1.82403113e+03 1.82403866e+03 1.82402736e+03 1.82403489e+03]]

 [[4.89041920e+02 4.88917443e+02 4.89104170e+02 4.88979677e+02]]

 [[5.68651021e+02 5.74197449e+02 5.65897930e+02 5.71417506e+02]]

 [[8.72724953e+02 8.72846345e+02 8.72664263e+02 8.72785647e+02]]

 [[6.32730553e+02 6.32217411e+02 6.32987281e+02 6.32473930e+02]]]"
0.052752397654407014,0.08304665119699928,1.5772216806638073,0.009606839494639191,0.08659249880311415,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,3.95485786731208e-06,1.4885460104152077,0.1,0.30000000000000004,119,"[1.         1.05227215 0.99464492 1.00207539 1.07834804 1.01044196
 0.92946542]",1.4840458815081976,0.004986306931956723,4,1.3,2000-01-13,4,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.39309335e+02 1.39050848e+02 1.39438759e+02 1.39180032e+02]]

 [[1.83903274e+03 1.83915667e+03 1.83897078e+03 1.83909470e+03]]

 [[4.96572854e+02 4.96550989e+02 4.96583787e+02 4.96561922e+02]]

 [[5.46323123e+02 5.51123650e+02 5.43938563e+02 5.48718137e+02]]

 [[8.75955771e+02 8.76056396e+02 8.75905462e+02 8.76006082e+02]]

 [[6.70848691e+02 6.71050320e+02 6.70747899e+02 6.70949497e+02]]]"
0.06556752379492048,0.06072930399021303,1.675973471694916,0.0035089024829096285,0.06261123102844168,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,2.538517797656442e-06,1.5941160880157565,0.1,0.4,119,"[1.         0.97600113 1.00825632 1.01550626 0.96027534 1.00368984
 1.06083344]",1.5938916499066944,0.004986306931956723,5,1.4,2000-01-14,5,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.55991532e+02 1.56045652e+02 1.55964479e+02 1.56018590e+02]]

 [[1.63497337e+03 1.63103645e+03 1.63694540e+03 1.63300373e+03]]

 [[5.00255667e+02 5.00259192e+02 5.00253905e+02 5.00257429e+02]]

 [[5.67284536e+02 5.72619603e+02 5.64635672e+02 5.69945827e+02]]

 [[8.76808160e+02 8.76839419e+02 8.76792530e+02 8.76823789e+02]]

 [[6.25751340e+02 6.25016317e+02 6.26119175e+02 6.25383721e+02]]]"
0.065350473823199,0.04143942927041887,1.7468839540527956,-0.0017039819686426663,0.04231002671311246,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,4.869848038762115e-06,1.6912211843225577,0.1,0.5,119,"[1.         1.12098401 0.8879389  1.00744219 1.03868596 1.00093345
 0.93208762]",1.6915235887404192,0.004986306931956723,6,1.5,2000-01-15,6,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.64224362e+02 1.64438824e+02 1.64117236e+02 1.64331558e+02]]

 [[1.64247935e+03 1.63850849e+03 1.64446838e+03 1.64049271e+03]]

 [[4.99364787e+02 4.99301292e+02 4.99396537e+02 4.99333039e+02]]

 [[6.08518541e+02 6.15021311e+02 6.05292985e+02 6.11761286e+02]]

 [[8.85597262e+02 8.85719730e+02 8.85536034e+02 8.85658494e+02]]

 [[6.30436213e+02 6.29746523e+02 6.30781341e+02 6.30091273e+02]]]"
0.09576679398441681,0.0841589403449218,1.9002634679667616,0.02099868472637797,0.08780177616156082,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,2.8118560797246584e-06,1.8288294125830662,0.1,0.6,119,"[1.         1.05328191 1.00458602 0.99815217 1.07336743 1.0100758
 1.00752746]",1.8159340887851176,0.004986306931956723,7,1.6,2000-01-16,7,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.50090703e+02 1.50001598e+02 1.50135276e+02 1.50046144e+02]]

 [[1.53083529e+03 1.52480830e+03 1.53385771e+03 1.52781882e+03]]

 [[5.01222493e+02 5.01147145e+02 5.01260171e+02 5.01184818e+02]]

 [[6.35362904e+02 6.42617312e+02 6.31766468e+02 6.38979813e+02]]

 [[8.93564294e+02 8.93761206e+02 8.93465854e+02 8.93662744e+02]]

 [[5.90335921e+02 5.88866501e+02 5.91072005e+02 5.89600754e+02]]]"
0.12904173449241196,0.04696924944493487,1.991646719123145,-0.0232337922646177,0.048089779494714824,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,4.047010745615094e-06,1.884007850288406,0.1,0.7,119,"[1.         0.91306956 0.93131704 1.0037085  1.04449207 1.00903763
 0.93573864]",1.8910595007600108,0.004986306931956723,8,1.7,2000-01-17,8,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.56481719e+02 1.56507965e+02 1.56468597e+02 1.56494841e+02]]

 [[1.55324947e+03 1.54743045e+03 1.55616718e+03 1.55033723e+03]]

 [[5.14079482e+02 5.14214773e+02 5.14011850e+02 5.14147123e+02]]

 [[6.13039133e+02 6.19498735e+02 6.09834635e+02 6.16260470e+02]]

 [[9.02755909e+02 9.03052262e+02 9.02607770e+02 9.02904073e+02]]

 [[5.34698671e+02 5.32264958e+02 5.35919698e+02 5.33480426e+02]]]"
0.12313259642132152,0.027616212050758416,2.0474149671225397,-0.0052597085594995475,0.028001074419437,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,3.3687741435391883e-06,1.9735659869212328,0.1,0.8,119,"[1.         1.04297809 1.01473892 1.02586332 0.96444435 1.01034096
 0.90481639]",1.9811654267998617,0.004986306931956723,9,1.8,2000-01-18,9,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.54160545e+02 1.54127396e+02 1.54177122e+02 1.54143969e+02]]

 [[1.49821744e+03 1.49136480e+03 1.50165556e+03 1.49478720e+03]]

 [[5.30050365e+02 5.30465559e+02 5.29842890e+02 5.30257921e+02]]

 [[6.18899913e+02 6.25448558e+02 6.15651349e+02 6.22165620e+02]]

 [[8.95459304e+02 8.95517874e+02 8.95430020e+02 8.95488589e+02]]

 [[5.19849323e+02 5.17152665e+02 5.21202921e+02 5.18499241e+02]]]"
0.13316487926224632,0.03787828950405442,2.1264550457502542,-0.00660437905054978,0.03860481626682577,0.04487682,5.636646e-05,0.1644679,0.00013241172,0.3253178,0.30578607,0.15936261,0.14285715,0.12589096,1.4558607709858037e-06,2.059868464354647,0.1,0.9,119,"[1.         0.98497796 0.96416906 1.031335   1.00958223 0.99178707
 0.97191802]",2.0614725948424706,0.004986306931956723,10,1.9,2000-01-19,10,"[[[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00]]

 [[1.58162119e+02 1.58197203e+02 1.58144581e+02 1.58179660e+02]]

 [[1.46944161e+03 1.46199818e+03 1.47317752e+03 1.46571517e+03]]

 [[5.48501990e+02 5.49257302e+02 5.48124723e+02 5.48879516e+02]]

 [[6.08349649e+02 6.14481841e+02 6.05306540e+02 6.11408057e+02]]

 [[8.93104904e+02 8.93027522e+02 8.93143597e+02 8.93066212e+02]]

 [[5.45053234e+02 5.42706727e+02 5.46230289e+02 5.43878715e+02]]]"
